Translated,Label
 অফার অফার অফার স্থান রোদ খাবার বিশ্ব নিয়মিত মূল্য 180 তক অফার দাম 99 তক আইটেম 1 ভাজা চাল 2 উদ্ভিজ্জ 3 চিংড়ি 4 ভাজা লোলিপপ 5 পপ মুরগী 6 সালাদ 7 লাল সস 8 পানীয় দোকান না 640 641 636 শ্যামোলি বর্গক্ষেত্র লভল 6,0
 অফার অফার অফার ১ টাকার বার্গারের অফার দেখে আমারও ফেস রিয়েকশন শাহিন আফ্রিদির মতো হয়ে গেলো চিকেন সসেজ আনন্দ বার্গার কিনে সাথে মাত্র ১ টাকা যোগ করলেই পেয়ে যাবেন আরো একটি চিকেন সসেজ আনন্দ শুধুমাত্র ওয়ারী বার্গার এক্সপ্রেস এ । ২১০ টাকার সাথে যদি ১ টাকা যোগ করে ২ টি বার্গার খাওয়া যায় তাহলে কারি বা ফেস রিয়েকশন শাহিন আফ্রিদির মতো না হবে যেমন অফার তেমন বার্গারের টেস্ট চিকেন সসেজ এবং চিজ এর এক দারুণ কম্বিনেশন,0
 অফার অফার অফার ১২৬ টাকায় অফার শীতের সন্ধ্যায় কাবাবের প্লেটারে অফার থাকলে মনের ভিতর শুধু খাই খাই করে । কাবাব স্টেশন খিলগাঁও আমার খাওয়া বেস্ট কাবাব এখানেই । এই শীতে গরম গরম কাবাব সাথে বাটার নান প্রথম কামড়েই কলিজায় মারে টান । পেটের ক্ষুধা সঙ্গে নিয়ে গিয়ে বসলাম খিলগাঁও এর জনপ্রিয় সেই কাবাব স্টেশন এ । মাত্র ৩৮০ টাকায় ৩ জনের ভরপুর খাওয়া দাওয়া । আমি তুমি সে ১ঃ৩ প্লেটার জন প্রতি ১২৬ টাকায় সেরা অফার চিকেন চাপ ১ পিস বিফ চাপ ১ পিস নাগা চিকেন তাওয়া ঝাল ফ্রাই ১ প্লেট বাটার নান ৩ পিস লুচি ৬ পিস রায়তা মেয়োনিজ ফ্রি রেগুলার প্রাইস ৪৬০ টাকা অফার প্রাইস মাত্র ৩৮০ টাকা লোকেশনঃ কাবাব স্টেশন হাউজ ৩৩০ রোড ১২ ব্লক এ তিলপাপাড়া খিলগাঁও ঢাকা ১২১৯,0
 অফার অফার অফার ১৬০ টাকায় ঝালের জাদু ঝাল লাভার দের জন্যে কাবাব স্টেশন এর নতুন অফার প্যাকেজ নাগা লাভার এই নাগা লাভার এ যা থাকছে নাগা বিফ ঝাল ফ্রাই ১ প্লেট চিকেন তাওয়া ঝাল ফ্রাই ১ প্লেট বাটার নান ১ পিস গারলিক নান ১ পিস লুচি ৪ পিস মিন্ট লেমোনেড ২ গ্লাস রেগুলার প্রাইস ৪১০ টাকা অফার প্রাইস মাত্র ৩২০ টাকা অফারের লাস্ট ডেট 30 অক্টোবর 2021 লোকেশনঃ হাউজ ৩৩০ রোড ১২ ব্লক এ তিলপাপাড়া খিলগাঁও ঢাকা ১২১৯,0
 ক্যাফে বৃষ্টি রাস্তা 999 অফার এবার সাজলো নতুন রূপে নতুন আলোরনে । প্রতিটা কোনা এত সুন্দর ভাবে ফুটিয়ে তোলা হয়েছে যে দেখলেই মন চাইবে একটা ছবি তুলে ফেলার জন্য । আমার কাছে খুব সুন্দর লেগেছে তাই ভাবলাম শেয়ার করি আপনাদের সামনে লোকেশনঃ আড়ং এর পাশের গলি মিরপুর ১ বাড়ি 32 স্থল মেঝে রাস্তা 5,0
 অফার অফার অফার ২০০ টাকার সেট মেনু অফার রেস্টুরেন্ট গ্র্যান্ড হাভেলি নতুন অবস্থান হয় 5 2 ফোল্ডার রাস্তা ওয়ারী বিপরীতে রাস্তা এর পোস্ট অফিস 10 ভ্যাট উইল হতে যোগ করা হয়েছে আমার মত স্টুডেন্ট দের জন্য এ যেন সোনায় সোহাগা কারণ গ্র্যান্ড হাভেলি এর সেট মেনু গুলোর মধ্যে যে ভ্যারাইটিজ আইটেম এর সমাহার থাকে সেগুলো যারা টেস্ট করেছে তারা হবে জানি ভাল অফার থেকে অর্ডার করেছিলা । । শিলা অন প্লাটার 200 টাকা এসপি 2 প্লাটার 250 টাকা ২০০ টাকার রক দ্য থালা সেট মেনুর মেইন আকর্ষণ টাই ছিলো ৩ পিস করে ৬ পিসের ২ ধরনের কাবাব হারিয়ালি কাবাব আর চিকেন বটি কাবাব সাথে ছিলো প্রপার পরিমাণ এর রাইস মিক্সড ভেজিটেবল ফ্রেঞ্চ ফ্রাই আর পেপসি টেস্ট এর কথা বলতে গেলে কাবাব ২ টার টেস্ট আমার কাছে ভালো লেগেছে । স্পেশালি হারিয়ালি কাবাব টা । আর বটি কাবাব টা একটু স্পাইসি ছিলো আর তা থেকে যেএকটা স্মোকি ফ্লেভার আসছিলো সেটা কাবার স্বাদকে অনেকটা বাড়িয়ে তুলেছিলো । রাইস আর ফ্রেঞ্চ ফ্রাই টা এভারেজ ছিলো । ২৫০ টাকার এসপি থেকে থালা এর মধ্যে ছিলো ভাজা ভাত ভাজা মুরগী ভাজা ডানা ফরাসি ভাজা মিশ্রিত সবজি মিষ্টি টক মুরগী নরম পানীয় যার মধ্যে মিষ্টি টক মুরগি টা কিছুটা ভিন্ন লেগেছে বাকি সবকিছু এভারেজ ছিলো । যে এস সব জন্য আজ যদি তুমি হয় ক ফুডি তারপর দয়া করে পরিদর্শন আমার এফবি পৃষ্ঠা কর সাবস্ক্রাইব করুন আমার য়উটউবে চ্যানেল লিঙ্ক হয় দেওয়া নীচে ফব হততপস ওওও ফেসবুক চম হেইটাহামিনা য়ত হততপস ইউটিউব চম চ্যানেল ইউসি 3 ম্যা ঊফমকলীয় 1 য়ত 9 অ্যাব্রাগ,0
 অফার অফার অফার ২৪০টাকায় ১টি কাচ্চি কিনলে আরও ৩টি খাবার একদম ফ্রী । ২৪০টাকায় বাসমতী কাচ্চি কিনলে পাচ্ছেন ১টি জালি কাবাব ১টি জর্দাও ১গ্লাস বোরহানি ফ্রী ২৪০টাকায় পাচ্ছেন এতকিছু । মেয়াদ ১৪ ১১ ২০২০ থেকে ১৫ ১১ ২০২০ পর্যন্ত খাদ্য রসায়ন 60 পা চাপরা মোশজিদ মিরপুর,0
 অফার অফার অফার ২৯ টাকায় চিজ মাশরুম আর মাংসে ভরপুর পিৎজা কেমন হবে বিশ্বাস করেন রাসেল ভাই এই পিৎজার দাম মাত্র ২৯ টাকা জী বলছিলাম চমোক ঢাকা াকা এর কথা । তাদের ইউনিক পিৎজা খেয়ে প্রেমে পরার মত । চট্টগ্রাম থেকে এখন ঢাকাতে তাদের শুরু । তাদের ২৯ টাকা পার স্লাইসের অফারে যে পিৎজা পাবেন এনওয়াই বারবিকিউ পিজা পিৎজার মান খুবই ভালো ছিল আগেও ট্রাই করেছিলাম । এই পিৎজায় পাবেন স্পাইসি চিকেন সাথে বারবিকিউ সস্ । চিকেন এর পরিমান ভালই ছিল । আরও থাকছে মাশরুম আর ক্যাপসিকাম । ভালোই পরিমানে ছিল । পিৎজার স্বাদের কথায় যদি আসি তা ছিল সফট আর অনেকটা চিজি । ওভার অল তাদের পিৎজার কোয়ালিটি ভালো লাগার মতন । তাদের এই অফারটি শুধু এই পিৎজার ক্ষেত্রেই পাবেন । ৪ জন গিয়েছিলাম পুরো পিৎজাটি ১১৬ টাকা পরেছিল ।,0
 অফার অফার অফার 99 অফার প্রিয় গ্রাহক আপনাদের জন্য শীর্ষ মধ্যে শহর ক রেস্টুরেন্ট আয়োজন করেছে 99 অফার 99 অফার এর মধ্যে থাকছে প্লাটার্স সিজলিং থালা লাল মরিচ প্লাটার গরম মহিষ থালা ডোপিয়াজা প্লাটার ছাত্র প্লাটার আরও থাকছে বার্গার কম্বো চাউ মেইন কম্বো স্যুপ কম্বো সাব স্যান্ডউইচ কম্বো ঠান্ডা কফি ফালুদা এই অফার টি চলবে পুরু সপ্তাহ জুড়ে আপনাদের সবাইকে শীর্ষ মধ্যে শহর রেস্টুরেন্ট এর পক্ষ থেকে সাদরে আমন্ত্রণ জানাচ্ছি,0
 অফার অফার অফার ৯৯ টাকা । বছরের সেরা অফার খেয়ে আসলাম । বছরের সেরা অফার দিল ক গরম পিজা এক কথায় সেরা প্যাকেজ এটি । আমি পারসোনালি একজন রাইস বোল লাভার আর যখন ২০০ টাকার রাইস বোল মাত্র ৯৯ টাকায় পাই তখন কি আর হাত ছাড়া যায় । আর তাই সেরা খ খ প্রশ্ন বোল কোপ মেরে দিয়ে আসলাম । অফার সময় 17 10 2018 থেকে 19 10 2018 পর্যন্ত চলবে তার মানে অপারটি শুক্রবার পর্যন্ত শুধুমাত্র ৯৯ টাকায় । দোকান ক গরম পিজ্জা অবস্থান শ্যামলী বর্গক্ষেত্র 6 থ মেঝে দোকান না 631 যারা রাইস বোল লাভার তারা অবশ্যই খেতে পারেন ।,0
 অফার অফার অফার ৯৯ টাকা । বছরের সেরা অফার খেয়ে আসলাম । বছরের সেরা অফার দিল ক গরম পিজ্জা এক কথায় সেরা প্যাকেজ এটি । আমি পারসোনালি একজন রাইস বোল লাভার আর যখন ২০০ টাকার রাইস বোল মাত্র ৯৯ টাকায় পাই তখন কি আর হাত ছাড়া যায় । আর তাই সেরা খ খ প্র বোল কোপ মেরে দিয়ে আসলাম । অফার সময় 17 10 2018 থেকে 19 10 2018 পর্যন্ত চলবে তার মানে অপারটি শুক্রবার পর্যন্ত শুধুমাত্র ৯৯ টাকায় । দোকান ক গরম পিজ্জা অবস্থান শ্যামলী বর্গক্ষেত্র 6 থ মেঝে দোকান না 631 যারা রাইস বোল লাভার তারা অবশ্যই খেতে পারেন । খুব বাজে খাবার অ্যাথোটাই বাজে জে বোলার বাহায়ার না ভাই আমি গেসিলাম কাওয়ার জনন অ্যাথোটা বাজে সিলো জে বোলার বাহায়ার আমি বলসি স্বাদ কারাপ কান আনারা বোলো আতা টাকা দিয়া পোচার পোচরোনা চালে ভাই বিশ্বাস করুন কোরেন কোন স্বাদ নাই খাবার,0
 অফার অফার অফার 99 99 99 পনির লোড দাম 99 অবস্থান শহুরে অকার্যকর বসুন্ধরা আর ক মাথা নষ্ট অফার এবং সেই লেভেলের টেস্ট । 6 ভিটোরে নেওয়ার ছিদ্র পুরা কোলিজা শান্তি,0
 অফার অফার অফারচেফ এস রন্ধনপ্রণালী শামোলি তে চলছে বার্গারের সাথে কোল্ড কফি ফ্রী । অফারের সময়ঃ ৭ই মার্চ থেকে ১০ই মার্চ । ঠিকানাঃ শ্যামলী সিনেমা হল কাউন্টারের সাথে নিচ তলায় । এ শেফ এস রান্না শামোলি,0
 অফার অফার কিনুন 1 পেতে এক বিনামূল্যে অফার দেখেই চলে গেলাম গ নাবালক সংগীত ক্যাফে তে । পিজ্জা লাভার দের জন্যে এটা নি সন্দেহে একটা ভালো সংবাদ 3 ১২ ইঞ্চির ২ টা পিজ্জা চাইলে ৪ ৫ জন আরামছে খেতে পারবে । খাবার টাও যথেষ্ট ভালো ছিলো । অর্ডার করার পর বেশি সময় না নিয়েই পিজ্জা টা চলে এসেছিলো দাম 749 পরিষেবা 8 10 স্বাদ 8 5 10,0
 অফার অফার নতুন বছর অফার শুরু হয়ে গেল ধামাকা অফারের 4 থ দিন এবং শেষ দিন তাহলে আর দেরী কেন যারা 1 সেন্ট 2 এনডি 3 আরডি দিন অফারটি মিস করেছেন তারা আজই চলে আসুন বন্ধু এবং পরিবার নিয়ে খুশি নতুন বছর 2018 উপলক্ষে ইবেররয় ক্যাফে প্রথম বারেরমত আপনাদের জন্য নিয়ে এল একটি নতুন লোভনীয় ডিস । মেক্সিকান খাবার সাথে 25 অবিশ্বাস্য ধামাকা অফার । নিয়মিত দাম 240 পরে 25 ছাড় শুধুমাত্র 180 লেবু এফএম পরীক্ষা করুন মধ্যে আর রিগুলার ডিসের উপর এফএম ডিসকাউন্ট তো থাকছেই আইটেম মেক্সিকান ভাত মেক্সিকান চিকেন শুয়াতেদ ভেজ মরিচ কন কার্ন ম্যাশড আলু সালাদ তাহলে এখনই চলে আসুন সদলবলে ইবেররয় ক্যাফে তে আর মেতে উঠুন ইংরেজি নববর্ষ ২০১৮ উৎসবে এই অফারটি চলবে আগামী ৪ জানুয়ারি ২০১৮ পর্যন্ত শুভেচ্ছা সব এর আপনি খুশি নতুন বছর 2018 খুশি খাওয়া থাক সঙ্গে আমাদের ধন্যবাদ তুমি,0
 অফার অফার নতুন বছর অফার শুরু হয়ে গেল ধামাকা অফারের 4 থ দিন এবং শেষ দিন তাহলে আর দেরী কেন যারা 1 সেন্ট 2 নদ 3 আরডি দিন অফারটি মিস করেছেন তারা আজই চলে আসুন বন্ধু এবং পরিবার নিয়ে খুশি নতুন বছর 2018 উপলক্ষে ইবেররয় ক্যাফে প্রথম বারেরমত আপনাদের জন্য নিয়ে এল একটি নতুন লোভনীয় ডিস । মেক্সিকান খাবার সাথে 25 অবিশ্বাস্য ধামাকা অফার । নিয়মিত দাম 240 পরে 25 ছাড় শুধুমাত্র 180 লেমনেড এফএম চেক করুন মধ্যে আর রিগুলার ডিসের উপর এফএম ডিসকাউন্ট তো থাকছেই আইটেম মেক্সিকান ভাত মেক্সিকান মুরগী ভাজা ভেগ মরিচ কন কার্নে ম্যাশড আলু সালাদ তাহলে এখনই চলে আসুন সদলবলে ইবেররয় ক্যাফে তে আর মেতে উঠুন ইংরেজি নববর্ষ ২০১৮ উৎসবে এই অফারটি চলবে আগামী ৪ জানুয়ারি ২০১৮ পর্যন্ত শুভেচ্ছা সব এর আপনি খুশি নতুন বছর 2018 খুশি খাওয়া থাক সঙ্গে আমাদের ধন্যবাদ তুমি উদযাপন নতুন বছর স ইভ সঙ্গে সাহিন ফারিয়া এবং 69 অন্যরা এ ইবেররয় ক্যাফে,0
 অফার অফার বার্গার অফার অফার শব্দটা জনমহলে বেশ জনপ্রিয় অভিন্ন এই শব্দ কে মানুষ জন বিভিন্ন রূপে ব্যবহার করছে তবে আমাদের মত খাদক দের চোখ বেশি থাকে খাবার সম্পর্কিত অফারে অর্থাৎ কোথায় খাবারের উপর অফার চলছে আজ বলবো নেটফ্লিক্স ক্যাফে এ চলমান বার্গার ফেস্ট একটি অফার সম্পর্কে । তাদের চলছে বার্গার অফার । ২টি বার্গার কিনলে একটিতে ২৫ ছাড় আর ৩টি বার্গার কিনলে ২য় টায় ২৫ ও ৩য় টায় ৫০ ছাড় তাই আমিও চলে গেলাম অফারটি লুপে নিতে । আমি নিয়েছিলাম তাদের আহাম ব্রহ্মাস্মি বার্গারটি । এইবার আসি স্বাদের কথায় । বার্গারটি ছিল বারবিকিউ চিকেন এ ভরপুর । আরও ছিল মাশরুম সসেস চিজ স্লাইস মেয়োনিজ সাথে পিঁয়াজও ছিল । বার্গারটির প্রতি কামড়ে মাংস পাওয়া যায় । তাই খেতে সেই লেগেছিল । অফার হিসেবে বেশ ভালো ডিল এটা এই টাকায় বিলকুল মূল্যবান ট্রাই করতে পারেন । আইটেমঃ আহাম ব্রহ্মাস্মি দামঃ প্রথমটি ১৮০৳ আর ২য়টি ১৮০ ২৫ ১৩৫৳ । অফার চলবেঃ ১৫ মার্চ ২০২০ পর্যন্ত রেটিংঃ ৮ ৫ ১০ স্বাদ অনুযায়ী আরো ট্রাই করিতে পারেনঃ তাদের আরও একটি বোগো অফার চলছে চাইলে ট্রাই করতে পারেন । ভাত আইটেম ঠিকানাঃ নেটফ্লিক্স ক্যাফে 586 গ খিলগাঁও শহীদ বাকি ড়দ ঢাকা 1219 খিলগাঁও চৌধুরীপাড়া মোড় পল্লীমা সংসদ । ফেজবুকে আমার ছোট্ট একটা পাতা আছে চাইলে নিচের লিংকে ক্লিক করে ঢু মারতে পারেনঃ হততপস ওওও ফেসবুক চম অফফিচিয়ালফঅঅদিএগুয়বদ ইন্সটাগ্রাম নামক গ্রামে আমার ছোট্ট একটা ঘর আছে চাইলে নিচের লিংকে ক্লিক করে ঢু মারতে পারেনঃ হততপস ওওও ইনস্টাগ্রাম চম ফওওদিএগুয়বদ অফার ছাড় বার্গার পনির ভোজনরসিক খাদ্যতালিকা মুরগি চিকেনবার্গার,0
 অফার অফার বার্গার এ 99 তক স্বাদ 10 10 পরিবেশ 7 10 অবস্থান কে আনন্দ গোলাপ উপত্যকা কেনাকাটা মল ওয়ারী অফার বৈধ পর্যন্ত 23 ডিসেম্বর,0
 অফার অফার রিয়েলখাদোক মাছ চিপস 300 নিয়মিত মূল্য 600 টাকা পূর্ণ বিস্তারিত ভিডিও হততপস ইউটিউব বি ও এচকতদজ 9 জেডজি অফার টি চলতেছে দ ম্যানহাটন মাছ বাজার ক যেটাকে আমি বলি বড়লোকের মাছের বাজার । অফার টি ছিল মাছ এবং চিপস এই প্লেটের এর উপর । উনাদের এই আইটেম টা জাস্ট ওয়াও । ডরি ফিশ এর উপরের বেটার টা ছিল অনেক ক্রিস্পি । কোয়ান্টিটি ও ছিল ভালো । সাথে ছিলো ফ্রেঞ্চ ফ্রাই এবং টার্টার দাম 300 তক ছাড়া ভ্যাট অফার উপলব্ধ 15 নভ 20 নভেম্বর পোরজান্টো ক্রিম এর মাশরুম স্যুপ টা ছিল অনেক ক্রিমি এবং প্রতি চুমুক এ ক্রিম আর মাশরুম এর অসাধারন একটি কম্বিনেশন । দাম 220 টাকা ছাড়া ভ্যাট জুস এর মধ্যে আঠা ভাল্লুক রস তা ভালো চিলো দাম 125 টাকা নিয়মিত দাম 250 টাকা স্তন্যপান ধনমন্ডি বসে মোসজিড রাস্তা কাছাকাছি তারা কাবাব,0
 অফার পর্যন্ত 10 ফেব্রুয়ারী 2020 কিনুন এক পেতে এক অফার পারে উভয়ই সংরক্ষণ করুন টাকা এবং সাহায্য থেকে স্বাদ ভাল খাদ্য বন্ধুর কাছে বাজি হেরে কষ্ট পেয়েছিলাম কেননা যে জিতবে তাকে বার্গার খাওয়ানোর কথা ছিল । হঠাৎ মনে হল লাইভ পিজ্জা এবং কাবাব এর বোগো অফার এর কথা বার্গার এর জন্য চলে গেলাম এবং আদেশ করলাম মুরগী সসেজ বার্গার তাই একটার টাকায় দুই জন খেয়ে নিলাম টাকা বেঁচে গেল আমার । ভেবেছিলাম এ আর কি ভিন্ন হবে কিন্তু না অনেক সরস একটা বার্গার ছিল । সসেজ এবং প্যাটি পুরোপুরি রান্না করা ছিল । দাম অনুযায়ী ভাল ছিল । আইটেম চিকেন সসেজ বার্গার দাম 250 রেটিং 8 5 10 স্থান লাইভ পিজা কাবাব অবস্থান স্তর 3 ঘর 74 বিকাশ টাওয়ার রাস্তা 5 ক ধনমন্ডি ঢাকা াকা 1209 বাংলাদেশ,0
 অফার আনলিমিটেড বোরাহানি আপনার যদি মনে হয়ে থাকে আপনি ভালো থাকা শিখতে পারেন নি তাহলে আপনার ভালো থাকার জন্য দরকার ভরপুর কাচ্চি । আর এই ভরপুর কাচ্চি হজমের জন্য দরকার ভরপুর বোরহানি । তাই ২৬ ও ২৭ নভেম্বর সারাদিন আপনি খাবার রসায়ন তে ২৪০ টাকার বাসমতি কাচ্চি কিনলেই পাচ্ছেন আনলিমিটেড বোরহানী । বাসমতি কাচ্চিতে আপনি অবশ্যই ২ পিস স্ট্যান্ডার্ড আকার মাটন আর আলু তো পাবেনই । খারাপ থাকার দিন শেষ ভালো থাকুক বাংলাদেশ । ভালো থাকুক সবাই দিয়ে খাসি জবাই । অবস্থান খাবার রসায়ন ছাদ ক্যাফে 60 পা চাপরা মোসজিড এ খাবার রসায়ন,0
 অফার আর কেউ খাতির করুক আর নাই করুক গ নাবালিকা সংগীত ক্যাফে চায়ের দামে সরবত খাওয়ার খাতির আপনাকে করবেই স্টুডেন্ট লাইফে একটা জিনিসের সংকট সবারই থাকে তাহলো পকেট থাকে মাগার টাকা থাকে নাহ তাই বহুত হয়েছে চিন্তা ভাবনা । আর নয় । চিন্তার দিন শেষ । কয়েক বন্ধু মিলে কম পূজিতে পেট ভরপুর করার চেষ্টা করে অফার হালাল করার চেষ্টা করুন । আশা করি নিরাশ হবেন নাহ । আইটেম ছিলোঃ চিকেন পুটিং উইথ ফ্রেঞ্চ ফ্রাইস চারটা বার্গার মোটামুটি ছিলো একটি পিজ্জা সবথেকে ভালো ছিলো চারটা আইস্ক্রীম এক লিটার কোক দাম ছিলোঃ ৪জন খাদকের জন্যে এই খাবার যথেষ্ট । যদি কেউ কাপল হয়ে থাকেন আর চিন্তা করছেন আর ২জন কই থেকে পাবেন তাহলে সেটা নিয়েও চিন্তার কোন কারন নেই । রয়েছে ২জনের প্লেটার । আইটেম একই থাকবে । শুধুমাত্র কোয়ান্টিটি কমে যাবে । যা ২জনের জন্যে দাম ছিল মাত্র ১০৯৯টাকা স্বাদ 8 10 পরিবেশ 9 5 10 আচরণ 9 10 অবস্থান ধনমন্ডি জিগাটোলা,0
 অফার এই যে ভাইলোক অনেক ক্ষুধা অল্প টাকায় বেশি খেতে চান বন্ধু বান্ধব ট্রিট চাচ্ছে কিন্তু আপনি আছেন কাংগালী ভোজের অফারের অপেক্ষায় তাহলে আপনারই জন্য গ নাবালক সঙ্গীত ক্যাফে ক্যাফে থালা সাজিয়ে পাখা হাতে নিয়ে বসে আছে । পরীক্ষার চাপাচাপিতে চাপিতো হয়ে অস্তিতে রক্ষার পানে ছুটেছিলাম ধানমন্ডি তে । ঢুকতেই ক্ষুধায় পেটে দিলো এক মোচড় । মোচড়ে মোচড়িত হয়ে মানিব্যাগ হাতায়ে সর্বসাকুল্যে যা পাওয়া গেল তাতে সি মাইনরে পেটপুরে বন্ধুবান্ধব সহ একটা হালকার উপর ঝাপসা গ্র ্যান্ড কাংগালী ভোজ হয়ে গেল । আর ভোজের শেষে শীতলে শীতলিত আইসক্রিম । আহা এ যে স্বর্গীয় সুখ । অর্ডার করেছিলাম সিম্ফনি প্লাটার 4 যেটি চারজনের প্ল্যাটার ছিল । প্ল্যাটারে ছিল ১ উইনথন 4 টুকরা ২ চিকেন ললিপপ 4 টুকরা ৩ আলু ওয়েজস 1 থালা ৪ ভাজা ভাত 2 থালা ৫ মুরগী স্টেক 4 টুকরা ৬ গরুর মাংস মরিচ পেঁয়াজ 1 বাটি ৭ মিষ্টি টক চিংড়ি 1 বাটি ৮ পানীয় 200 মিলি আপনি আপনার পছন্দ মতো কোক ফান্টা যেকোন একটা নিতে পারবেন ৯ বরফ ক্রিম 4 প্যাক্স চার জনের এই প্ল্যাটার টির দাম ১১৯৯ টাকা একই প্ল্যাটারটি ২ জনের জন্যে নিলে দাম ৬৪৯ টাকা রেটিং ঃ ৮ ৫ ১০ আলাদা ভাবে কোনো আইটেম কে ডিফাইন করলে চিকেন স্টেক টা ছিল স্পাইস আর জুসে ভরপুর এক মাংসের পিন্ড যাহা আপনার টেস্ট বাডে ধাক্কা দিতে বাধ্য । ফ্রাইড রাইসের পরিমান ছিল শেষ করা উপযোগী না । যারা একটু স্পাইস পছন্দ করেন তাদের জন্য প্ল্যাটারটি স্পেশালি রিকমেন্ডেট । বাংলা কথায় এম্নেই মজা তার উপর ক্ষুধা পেটে সবই মজা ।,0
 অফার এক ঢিলে দুই পাখি আমি কালা গলার মালা অ্যাভেঞ্জার্স দ্য শেষ খেলা কবে যেন রিলিজ হবে ২৬তারিখে স্টার সিনেপ্লেক্স লাইন ধরার আগেই চলে গেলাম কালা মানিকের দেশে বার্গার কুইনের ঘোষণা খাওয়ার পর হাত ধোব না দিতে তারা নাহি চায় তবুও দিয়ে দিতে হয় নতুন সাজে সাজাতে নতুন রানীকে দেখতে যাওয়ার জন্যে অতিথি আপ্যায়নে তারা দিয়েছে ৯৫টাকার এই ব্লাক বান চারকোল বার্গারের ওপর বাই অন গেট অন অফার । বার্গার রানী মিরপুর এ শুধুমাত্র থাকছে এই অফার । স্বাদ আগের থেকে খুব বেশি ভালো লেগেছে আমার কাছে । আর সাথে নিয়েছিলাম তাদের চকলেট শেক । এইডা তো একটা জিনিস,0
 অফার এক ঢিলে দুই পাখি মনের সাথে মনের মিল আত্নার সাথে আত্নার মিল রাখতে হলে আমার চাই এক ঢিলে দুই পাখি । নাহলে নমিনেশন পাওয়া আমার কাছ থেকে খুবই কষ্টকর আজ গরিব বলে বার্গার তুমি মিশে আছো মোর ক্ষুধার সনে তুমি মিলেছো মোর প্রানে মনে আবার তার ওপর যদি পাই অফার তাহলে তো আমাকে আটকানো টা অসম্ভব প্রায় গলে যায় শহর এর বোগো অফার মানেই এক ঢিলে দুই পাখি খতম তাই তো অফার শুরু হতে নাহ হতেই বন্ধুবান্ধব আর ছোট ভাইয়ের বার্থডে ট্রীট নিতে আমরা হাজির । মজার ব্যাপার হলো এতো কম দামের বার্গারে তাদের কোয়ালিটি একটুও নষ্ট হয়নি । সাধারণত সব জায়গা যা হয়ে থাকে । আশা করি এমন কোন ইস্যু পাবেন নাহ । দাম ছিলোঃ ১৯৯টাকা । এই দামে যদি যদি বলতে হয় কেমন আমি বলবো বেষ্ট বার্গার । কোন কিছুর কমতি পাবেন নাহ । দামের তুলনায় যদি রেটিং দিতে হয় অনায়াসেই ৮ ৮ ১০ দেওয়া যায় ।,0
 অফার এর উপর অফার বিরিয়ানী অফার বিরিয়ানী চালু উপলক্ষে আমাদের বিরিয়ানির অফার কাল পর্যন্ত চালু থাকবে মুরগী ব্রিয়ানি 90 টাকা গরুর মাংস ব্রায়ানি 99 টাকা কাকি ব্রায়ানি 110 টাকা এই অফারটি সকাল ১১টা থেকে রাত ১০টা পর্যন্ত থাকবে তাই আসো দ্রুত এবং স্বাদ আমাদের বিশেষ ব্রায়ানি সঙ্গে যথেষ্ট পরিমাণ কম দামে স্পেশাল বিরিয়ানী এর স্বাদ নিতে এখনই চলে আসুন বাশবাগান রেস্টুরেন্ট এছাড়া ও আমাদের খাবার হোম ডেলিভারী নিতে খাদ্য এক্সপ্রেস 01954 443371 এর সাথে যোগাযোগ করুন ঠিকানাঃ ২৮ ২৯ ৩০ মজিদ স্বরনী রোড গুহা রেস্টুরেন্ট এর পিছনে আল আকসা মসজিদ সংলগ্ন রোড সুজুকি বাইক শো রুম বিপরীতে সোনাডাংগা খুলনা,0
 অফার ও ভাই । স্লোগান দিয়েন নাহ । সামনে ১৪ই ফেব্রুয়ারি তাই ১২০টাকার ভালোবাসাই আমার সম্বল । বাংলালিংক ডিজিটাল অপারেটর তামিম মরিদা কে দিয়ে চাপা মারাইয়া গেলো মাই বাংলালিংক সিম আসলে পাবি ১০০তে তুই ১২০ বাংলালিংক সিম কিনিলাম কিন্তু চাপা তো চাপাই রয়ে গেলো । শুধুমাত্র কথা দিয়ে কথা রাখলো গগন খাদ্য । ১২০টার অফার দিয়ে ১২০টাকাই রাখলো তাই আমিও খেয়ে দিলাম তাদের এই ১২০টাকার রাইস বোউল । যার সাথে থাকছেঃ বোউল ভরা রাইস । নাগা বিবিকিউ চিকেন । সালাদ । ভালোই ছিলো ।,0
 অফার ক্যাফে জামজম হ্যালো প্রিয় ফুডিজ ক্যাফে জমজম ধামাকা আবারও আপনাদের জন্য প্রস্তুত । ক্যাফে জমজম আবার নিয়ে আসলো স্বল্পমূল্যে নতুন ধামাকা অফার । প্লেটারটিতে আপনাদের জন্য থাকছে ফ্রাইড রাইস ক্রিসপি চিকেন চিকেন কারি পটেটো ওয়েজেস চাইনিজ ভেজিটেবল সালাদ সাথে ডেজার্ড পাচ্ছেন কোল্ড কফি দাম মাত্র ১৯০ টাকা তাই দেরি না করে চলে আসুন আপনাদের প্রিয় ক্যাফে জমজম এ । অফারটি চলবে ৮ ১০ ২০২০ ১০ ১০ ২০২০ তারিখ পর্যন্ত । এ ক্যাফে জমজম,0
