Review,Label
খিলগাও এর -Cafe Appeliano তে গিয়েছিলাম পাস্তা অনেকবারই ট্রাই করা হয়েছে। কিন্তু মনে হলো নতুন কিছু ট্রাই করি।সেই ইচ্ছাতেই Steak-3  টা নেয়া হলো যার মূল্য ৪৯৫ টাকা। স্টেক সহ ছিলো আরো ৫  আইটেম।  যা যা ছিলো এই প্লাটারেঃ১.‌চিকেন স্টেক২.ফ্রেঞ্চ ফ্রাই৩.সউটেড ভেজিটেবল৪.ফ্রাইড রাইস৫.গার্লিক মাশরুম ৬.সালাদ‌চিকেন স্টেক অনেক জুসি এবং ভালো স্বাদ যুক্ত ছিলো।সাথে গার্লিক মাশরুম আলাদা একটা স্বাদ তৈরী করেছে।ফ্রাইড রাইস ও ভেজিটেবল ও স্বাদে ভালো ছিল।রেটিং-৮.৫/১০প্রাইজঃ ৪৯৫৳+ভ্যাট — at Cafe Appeliano,1
"খিলগাও এর নব উদ্বোধন হওয়া TDC - Tour De Cyclist এ নাগা খেয়ে একদম সব লক হয়ে গেলো তার!তাদের বার্গার গুলো ঢাকার সেরা আমরা জানি,  কিন্তু তাদের ম্যানু তে নাগা আইটেম টা ভালোই লেগেছে দেখেই নেওয়া।ঝাল তো ঝাল, ঝালের জন্য চোখে পানি এসে পড়বে এমন অবস্থা তার৬ পিস থাকে নাগা উইংস।বার্গার গুলোর সাথে এটা নেওয়াই যেতে পারে, আশাকরি মুখে ভালো একটা কিক আসবে।Ratings :10/10 Location : তালতলা মার্কেট এর পাশেই নাজমা টাওয়ার ২য় তলা।",1
"খিলগাও এর নব উদ্বোধন হওয়া TDC - Tour De Cyclist এ নাগা খেয়ে একদম সব লক হয়ে গেলো তার!তাদের বার্গার গুলো ঢাকার সেরা আমরা জানি,  কিন্তু তাদের ম্যানু তে নাগা আইটেম টা ভালোই লেগেছে দেখেই নেওয়া।ঝাল তো ঝাল, ঝালের জন্য চোখে পানি এসে পড়বে এমন অবস্থা তার৬ পিস থাকে নাগা উইংস।বার্গার গুলোর সাথে এটা নেওয়াই যেতে পারে, আশাকরি মুখে ভালো একটা কিক আসবে।Ratings :10/10 Location : তালতলা মার্কেট এর পাশেই নাজমা টাওয়ার ২য় তলা। — at TDC - Tour De Cyclist",1
"খিলগাও এর নব উদ্বোধন হওয়া TDC - Tour De Cyclist খেয়ে মকা পেলামতাদের বার্গার গুলো ঢাকার সেরা আমরা জানি,  কিন্তু তাদের ম্যানু তে নাগা আইটেম টা ভালোই লেগেছে দেখেই নেওয়া।ঝাল তো ঝাল, ঝালের জন্য চোখে পানি এসে পড়বে এমন অবস্থা তার৬ পিস থাকে নাগা উইংস।বার্গার গুলোর সাথে এটা নেওয়াই যেতে পারে, আশাকরি মুখে ভালো একটা কিক আসবে।Ratings :10/10 Location : তালতলা মার্কেট এর পাশেই নাজমা টাওয়ার ২য় তলা।",1
খিলগাও এর পাস্তা বাস্তা মানেই Cafe Appeliano এর পাস্তা বাস্তা।দাম  ২৯৫ টাকা।ফ্যাভারিট ওভেন বেকড পাস্তা সবসময়ের জন্যে ছিলো আমার। পাস্তায় কম চিজ ব্যবহার করা হয় নাই। এই টপিংস টা আমার ফ্যাভারিট টপিংস।হালকা পোড়া আর অনেক চিজি পাস্তা।পাস্তার ভিতরে পাওয়া গেছে অনেক পিচ্চি পিচ্চি টুকরো চিকেন।আমার তো অনেক বেশিই ভালো লাগলো!,1
"খিলগাও এর ভিতরে চুপচাপ সুন্দর একটু ঠান্ডা পরিবেশে বসতে চাইলে আমি এই Bargarita Cafe & Restaurant  তে বসি। ইন্টেরিয়র অনেক বেশি সুন্দর না হলেও গ্লাসের পাশে বসে হাল্কা সাউন্ডের গান শুনতে ভালোই লাগে। যাইহোক উনাদের রাইস আইটেম অনেক গুলোই খেয়েছি এবার ট্রাই করলাম তাদের পাস্তা আর বার্গার।পাস্তা থেকে নিয়েছিলাম *pasta casserole -220 tk বার্গার থেকে নিয়েছিলাম*Bondi burger-250Tk(beef)পাস্তা তে চিজের পরিমাণ বেশ,দুইরকমের চিজ তারা ব্যবহার করে আর বিফ একদম ছোট ছোট পিচ্চি সাইজ দিয়ে ভরা ভালোই মুখে লাগে খাওয়ার সময়।পাস্তাটা বেশ মজা,চিজ লাভার যারা আছেন তারা চাইলে খেতে পারেন ভালো লাগবে অনেক। আর এইটা দুইজন শেয়ার করে খেতে পারবেন চাইলে যদি তুখর লেভেলের পাস্তা খোর হন তাহলে অন্য ব্যাপার।বিফ বার্গারটাও সেই।প্যাটির ভিতরেও চিজের দেখা পাবেন আর বাইরে ত চিজ দাওয়াই আছে।হালাপিনো দাওয়ায় টেস্ট কিছুটা চেঞ্জ লেগেছে আমার।তাদের বানটাও দেখলাম চেঞ্জ করেছে ভালোই আছে এই বান। অভারওল বলতে গেলে পাস্তাটা বেশি জোস এরপরে এই বার্গারটা।যারা চিকেন খেতে চান তাদের চিকেন প্যাটির ও আছে.২২০ টাকা পড়বে যেইটা। আর পাস্তায় স্পাইস লেভেল বাড়ানো যাবে।https://www.facebook.com/Alu_Bhai-109016264325307/#লোকেশনঃ খিলগাও চিলক্সের উল্টাপাশে মি বার্গারের দুইতলায় এর অবস্থান। — at Bargarita Cafe & Restaurant",1
"খিলগাও এর মত গ্রামে মিরপুরের মত স্ট্যান্ডার্ড প্লেস আগে জানাছিল না(সেল্ফ এরিয়া প্রোমোট)।খিলগাও এর কাভান এ সবুজ ঘ্রানের সাথে আরাম দায়ক বিশ্রাম করার মত প্লেস।সবার কাছে শুনেছি যে কাভানের খাবার এর মান  ভালো ও যায়গা টা ও অনেক সুন্দর তাই দেরি না করে চলে গেলাম KAVAN Restaurant এ।অনেক তো মুরগি, গরু,খাসি,ট্রাই করেছি।এই বার না হয় ভিন্ন জিনিস ট্রাই করি।তাই আমি অর্ডার করলাম মাছের আইটেম।#The_Great_Pomfret (1.2)এই প্লেটার টা ২ জনের জন্য।Tandoori Pomfret: এই মাছের তান্দুরি টা আমি প্রথম বার ট্রাই করে আমার কাছে ভালই লাগেছে।অনেক সময় হয় না,ফ্রাই টা হালকা কাচা কাচা  থেকে যায় কিন্তু এখানে সেরকম ছিল না।ওয়েল কুক ছিল।Pech Paratha :পেচ পারাটা দিয়ে ডাল বাটার ফ্রাই খাতে ভালই লেগেছে।Rumali Ruti :এইটা নরমাল রুটির মতো জাস্ট সাইজে বর ছিল এবং রুমালের মত ভাজ করে দিয়েছিল।Dal Butter Fry :এইটা আমার অনেক ভালো লাগেছ।রুটি বা পরোটা দিয়ে খাওয়ার জন্য পার্ফেক্ট।Chicken Tikka Kabab :এইটা আমার কাছে বরাবরের মতই লেগেছে।Raita :রাইতা টা ভালই লাগেছে।রুটি দিয়ে খাওয়ার মতো বেস্ট মিস্টি আইটেম।The Great Pomfret (1.2)  দামঃ৮৯৯  রেটিংঃ৯/১০",1
খিলগাও এর রিজিক রেস্টুরেন্ট এ গেছিলাম! বাসার পেছনেই এটা!!  সন্ধার দিকে চা/গ্রিল খাইতাম মাঝেমধ্যে!! বাট FOODBANK এর রিভিও পড়ে চিকেন শাহি ভোজ খাইতে গেছিলাম!পরিমান বেশ ভালোই! ৪জন অনায়েসে খাইতে পারবেন তবে খাবারের কোয়ালিটি নিয়ে কিছু না বললে গুনাহ হবে!!রাইস: ২/১০( সিদ্ধ হয় নাই + লবন প্রচন্ড বেশি! জীবনে এরকম জিনিস খাই নাই)… See more — feeling খ্রাপ .,1
খিলগাও এর শেষে গাও আছে বলে যে ব্যক্তি খিলগাও কে গ্রাম বলে তাকে উরাধুরা কেকা ফেরদৌসীর নুডুলসের তেহারী খাওয়ানো দরকার।৪০৭ নাকি ৪১৭ কোনটা রেখে কোনটা নিবো?আচ্ছা চলুন দুইটাই নেই!! ইন্সটাগ্রাম লিংকঃ https://www.instagram.com/ahnafvsfood/?hl=enকুডোউসের ফুল ভিডিওঃ https://youtu.be/yzFn5IeMyV4ছোট বেলায় যখন ক্রিকেট খেলতাম তখন ক্যাপ্টেন রা মিলে প্লেয়ার চুজ করতাম। এই যেমন ডাকতাম ঝন্টু আমার টিমে অপোনেন্ট ক্যাপ্টেন ডাকতো মন্টু আমার টিমে।  এভাবেই মিলেমিশে টিম করতাম। Kudos Khilgaon  এ ও দেখলাম এই রকম অফার যেখানে ক্যাপ্টেন হিসেবে থাকবে বার্গার কোল্ড কফি এবং সিরিচা স্যান্ডুইচ কোল্ড কফি!!প্লেয়ার থুক্কু বাকি আইটেম এবার  বেছে নেয়া লাগবে।নিতে হবে ভাগাভাগি করেঃহয় হট চিপ্স নাহলে মাসালা পটেটোসহয় চিকেন টেন্ডারস অথবা নাগা উইংসএখানের দুই পাশ থেকে দুই আইটেম আর উপরের ২ আইটেম মোট ৪ আইটেমের দুইটা কম্বো প্যাক করা হয়েছে। কম্বো ১ এর দাম ৪০৭ টাকাকম্বো ২ এর দাম ৪১৭ টাকটেকএওয়ে ছিলো। ডাইন ইন নাই!!!!,1
"খিলগাও এর সুপরিচিত Cafe Appeliano তে গিয়েছিলাম পাস্তা ট্রাই করতে। কিন্তু মনে হলো নতুন কিছু ট্রাই করি।সেই ইচ্ছাতেই স্টেক সেট ৩ টা নেয়া হলো যার দাম  ৪৯৫ টাকা। স্টেক সহ ছিলো আরো ৫  আইটেম।  যা যা ছিলো এই প্লাটারেঃ‌চিকেন স্টেক,ফ্রেঞ্চ ফ্রাই,সউটেড ভেজিটেবল,ফ্রাইড রাইস,গার্লিক মাশরুম,সালাদ‌চিকেন স্টেক অনেক জুসি এবং ভালো স্বাদ যুক্ত ছিলো।সাথে গার্লিক মাশরুম আলাদা একটা স্বাদ তৈরী করেছে।ফ্রাইড রাইস ও ভেজিটেবল ও স্বাদে ভালো ছিলো।সাথে ১৫% দিতে হইছে খাওয়ার পরে রেটিং-৮.৫/১০",1
"খিলগাও এর সেরা কাচ্চি Tradition Bd এর কাচ্চি। কাচ্চি ছাড়া  এখনকার দিনগুলো কাটানো বেশ কষ্টসাধ্য হয়ে যাচ্ছে, সারাক্ষন মনে কাচ্চি কাচ্চি উঁকিঝুঁকি দেয়...কাচ্চি অর্ডার করেছিলাম  ৩  জনের  প্লেটার যেটা অনায়েসে ৪ জন খেতে পারবে। বেশ কয়েকপিস হাড় সহ খাসির পিস এবং সলিড পিস। খেতে অনেক মজা ছিলো। রাইস গুলা বাসমতি চালের ছিলো।  আলু টা আরো বেশি সফট আর টেস্ট জোস। অন্যান্য আইটেম গুলা বরাবরের মত টপ নচ স্বাদের৷ প্লেটার - কাচ্চি ফুলপ্রাইস -১৭৪০ টাকা রেটিং - ৯/১০লোকেশন - খিলগাও আপন কফি হাউজের বিপরীত পাশে। — at Tradition Bd (Khilgaon, Dhaka)",1
"খিলগাও এর সেরা কাচ্চি, #TraditionBD এর কাচ্চি.কাচ্চি ছাড়া  এখনকার দিনগুলো কাটানো বেশ কষ্টসাধ্য হয়ে যাচ্ছে, সারাক্ষন মনে কাচ্চি কাচ্চি উঁকিঝুঁকি দেয়....কাচ্চি অর্ডার করেছিলাম  ৩  জনের  প্লেটার যেটা অনায়েসে ৪ জন খেতে পারবে। বেশ কয়েকপিস হাড় সহ খাসির পিস এবং সলিড পিস। খেতে অনেক মজা ছিলো। রাইস গুলা বাসমতি চালের ছিলো।  আলু টা আরো বেশি সফট আর টেস্ট জোস। অন্যান্য আইটেম গুলা বরাবরের মত টপ নচ স্বাদের৷ .প্লেটার - কাচ্চি ফুলপ্রাইস -১৭৪০ টাকা অনলাইনে অর্ডার করতে পারেন কিনবা তাদের পেজ এর নম্বরে যোগাযোগ করে.Stay Home",1
"খিলগাও এলাকায় সদ্য চালু হওয়া কাবাব আইটেম এর একটা ছোট্ট রেস্টুরেন্ট#চিকেন চাপ, #চিকেন তাওয়া ঝাল ফ্রাই,#চিকেন টিক্কা#তান্দুরি চিকেন#চিকেন বটি কাবাব#বিফ চাপ#বিফ বটি#শিক কাবাব#মগজ মাসালা (বেজা ফ্রাই)#লুচিআরো আছে বেশ কয়েক আইটেম এর #নান_রুটিদোকান টা একটু ছোট।কিন্তু ছোট জায়গাটাকেও খুব সুন্দর করে সাজানো গুছানো।লাইটিং টা সিম্পল এর ভিতর গরজিয়াস, ভাল্লাগছে আমার কাছে নিয়েছিলামচিকেন চাপ =৮০ টাকাদামের তুলনায় মুরগির পিস বেশ বড় ছিলো। সাথে পেয়াজ, টমাটো কাচা মরিচ, মসলার মিশ্রন আর কয়েক পিস আলু দিয়ে ফ্রেঞ্চফ্রাই করে দিছে। তাই বেশি ভাল্লাগছে, ঝাল ও হইছে।চিকেন তাওয়া ঝাল ফ্রাই-১০০ টাকাছোট্ট গোল বাটিতে সার্ভ করে। মাংস পাবেন কিউব কিউব করে কাটা অবস্থায়। ৭-৮ পিস থাকেতবে ঝাল ফ্রাই এ যথেষ্ট ঝাল ছিলো, আমি কিন্তু সিরাম লেভেল এর ঝাল খোর  আর ছিলো লুচি =৫ টাকা করে প্রতি পিসশিক কাবাব =৯০ টাকাসিরাম মজা।লোকেশনখিলগাও রেলগেট থেকে তালতলার দিকে যাওয়ার পথে বিগ বাজার থেকে কিছুটা সামনে জোড়পুকুর খেলার মাঠের  সামনে, রাস্তার পশ্চিম পাশে ""কাবাব_স্টেশন_এন্ড_বাংলা_হোটেলআইটেম: চিকেন তাওয়া ঝাল ফ্রাই দাম:১০০ টাকা©চিকেন চাপ$ দাম =৮০ টাকা©শিক কাবাব$ দাম=৯০ টাকা©লুচি  $ দাম ৫ টাকা — at Kabab station",1
"খিলগাও #Eat_and_Enjoy এ ৭০০+ এর পিজ্জা এখন ৪৯৯/-এ মাত্র (ভ্যাটও নেই)পিজ্জায় চলছে বিশেষ ছাড় ১২ইন্চি চিকেনচিজ ব্লাস্ট পিজ্জা (মার্চের ১৫তারিখ পর্যন্ত চলবে)পিজ্জা ১২ইন্চির চিকেন চিজ ব্লাস্ট ঃপিজ্জায় ছিলো ৩রকমের চিজ ফ্লেবারটা পারফেক্টলি বোঝা যাচ্ছিলোক্রাস্ট লাইট,টপিংস হেভি মাসরুম,চিকেন,টমেটো,ক্যাপসিকামে করা একদম মুখে দিলে ব্লাস্ট হবে তিন রকম ডিপ ছিলো সাথেগার্লিক মেয়ো,টমেটো সস অার চিলি সবমিলিয়ে রেটিং -১০/১০স্বাদ অার দাম দুটোয়#ইন্টরিয়রঃ দুসাইডে ভাগ করা জোন স্পেশাস,ফটোজেনিক লাইটিং,এক পাশে দোলনা রাখা, ওয়াল বেশ ডেকরেটেডঅন্যপাশে, বার্থডে বা সেলিব্রেশন জোন অাছে এখানে (*মিনিমাম ১০-১২জন হলে) সেলিব্রেট এর জন্য বুক করা যায়! কোনো অালাদা চার্জ নেই তবে ৩ঘন্টার বেশি থাকলে (৫০০/-করে চার্জ নেওয়া হয়)#সার্ভিসঃ বেশ ভালো,অাচরনও ভালোপরিষ্কার অার পরিচ্ছন্ন বেশ#লোকেশনঃ পশ্চিম খিলগাও, মালিবাগ কমিউনিটি সেন্টারের পিছনে",1
"খিলগাও তালতলা পুরাতন পাকা মসজিদ এর বিপরীত এ #বিহারী_কাবাব_ঘড়চিকেন ফ্রাই  চাপ, লুচি পরিমাণ এ অনেক বেশি দাম ৯০ টাকাটেস্ট ১০/১০ দেয়া যায়সার্ভিস অনেক ভাল — at Bihari Kabab Ghar- বিহারী কাবাব ঘর",1
"খিলগাও তালতলা মার্কেট থেকে ফেরার পথে কাবাবের একটা ঝাঁঝালো, মশলাদার আর ক্ষুধাকারক ঘ্রাণে মাথাটা খারাপ হয় বারবার। সময়ের অভাবে যাওয়া হয় না, খুঁজে ও দেখা হয় না। আজ খুঁজে খুঁজে চলে গেলাম। তালতলা মার্কেট এর উল্টো পাশের গলির মুখে।আর, বাকিটা ইতিহাস! ধোয়ায় এলাকার অবস্থা খারাপ। বসে ভাবছিলাম, ধোয়া খেয়েই পেট অর্ধেক ভরে গেলো! রাস্তার পাশে দোকান, ঘ্রাণ সর্বস্ব কিনা কে জানে!- মামা একটা করে বিফ দাও আমাদের। আচ্ছা, চিকেন এর ও একটা বলে দেই। আবার ভাবলাম, পরে দেই। আগে এটা খেয়ে দেখি। ৮-১০ মিনিট পরে আসলো বিফ। পরিমান দেখে মন খারাপ হল। পাতলা করে ৫-৬ পিস মাত্র! মুখে দিয়ে আফসোস আরো বেড়ে গেলো! আহা! মিনিটের কাটা ঘোরার আগেই শেষ! এরপর শুধুই আফসোস! রয়ে সয়ে খাবার কোন অবস্থা নেই! আহা! কি স্বাদ!দীঈ~~র্ঘ (লম্বা টান হবে) ৪-৫ মিনিট প্রতীক্ষার পরে আসলো চিকেন। ধোয়া তোলা, আগুনের ভালোবাসা মাখা, মশলার মেজাজে এক অন্য মাত্রার চিকেন। কে বলে ওটা গরম! না! মিনিট পেরোবার সুযোগ দেয়া গেলো না।বিফ - ৫০/- চিকেন - ৮০/- স্বাদ - ১০০/১০০ছবিগুলো কি মনে করে যে তুলেছিলাম! ধন্য হয়ে গেলো মোবাইল। পুনঃশ্চ: চিকেনের ছবি কেন নেই, এই প্রশ্ন করে লজ্জায় ফেলবেন না।",1
খিলগাও তালতলা মার্কেটের দ্বিতীয় তলায় #brost_&_coffie তে গিয়েছিলাম কফি খেতে। কফিটা মোটামুটি ভাল কিন্তু পরে দেখলাম আমাদের খাওয়া ওয়ান টাইম কাপ গুলো তারা ভিতরে নিয়ে গেল। এবং সেগুলো আবার ইউস করার জন্য রেখে দিলো। এই অবস্থা দেখার পর আমি আর সেদিকে কফি খেতে যাবনাTaste: 6/10Place: 5/10Price: 10/10Germs: 10/10,1
"খিলগাও তে একটু কোয়ালিটি টাইম আর ভালো সেট মেন্যু এবং স্টেক প্লেটার খাওয়ার জন্য একমাত্র একটা প্লেস ই মাথায় আসে Cafe Appeliano _____________________তাদের সেট মেন্যু এর জন্য ও স্টেক প্লেটার, বাজেট রেঞ্জে হওয়ায় হ্যাংআউট করার জন্য বেস্ট প্লেস আমার কাছে.অর্ডার করেছিলাম, একটা পাস্তা বাস্তা কিন্তু দুপুর হয়ে যাওয়ায় আমার উনার খিদে লাগায় ২ টা সেট ম্যনু নিয়েছিলাম।.Steak set 3: এখানে ছিলো স্টেক, ফ্রেঞ্চ ফ্রাই,ফ্রাইড রাইস, মাশরুম ও ভেজিটেবল।  সব গুলা খাবার একদম ফ্রেশ আর মজা ছিলো: প্রাইস - ৩৯৫ টাকা.Set Menu F : এখানে ছিলো ফ্রাইড রাইস, বিফ সিজলিং, থাই চিকেন ফ্রাই, ভেজিটেবল। এটায় বিফ সিজলিং আর ফ্রাইড রাইস বেশ ভালো লেগেছে।প্রাইস -  ৩৭৫  টাকা.#রেটিং: ৮.৫/১০#লোকেশন: খিলগাও তালতলা।",1
"খিলগাও তে একটু কোয়ালিটি টাইম আর ভালো সেট মেন্যু এবং স্টেক প্লেটার খাওয়ার জন্য একমাত্র একটা প্লেস ই মাথায় আসে Cafe Appeliano তাদের সেট মেন্যু এর জন্য ও স্টেক প্লেটার, বাজেট রেঞ্জে হওয়ায় হ্যাংআউট করার জন্য বেস্ট প্লেস আমার কাছেঅর্ডার করেছিলাম, একটা পাস্তা বাস্তা কিন্তু দুপুর হয়ে যাওয়ায় আমার উনার খিদে লাগায় ২ টা সেট ম্যনু নিয়েছিলাম। Steak set 3: এখানে ছিলো স্টেক, ফ্রেঞ্চ ফ্রাই,ফ্রাইড রাইস, মাশরুম ও ভেজিটেবল।  সব গুলা খাবার একদম ফ্রেশ আর মজা ছিলো: #প্রাইস - ৩৯৫ টাকা। Set Menu F : এখানে ছিলো ফ্রাইড রাইস, বিফ সিজলিং, থাই চিকেন ফ্রাই, ভেজিটেবল। এটায় বিফ সিজলিং আর ফ্রাইড রাইস বেশ ভালো লেগেছে।প্রাইস -  ৩৭৫  টাকা।#রেটিং: ৮.৫/১০#লোকেশন: খিলগাও তালতলা। — at Cafe Appeliano",1
খিলগাও তে এত এত রেস্টুরেন্ট কিন্তু পেটে ক্ষুধা কই খাবেন? কম প্রাইস এ ভাজি মচমচা খেতে চাইলে চোখ বন্ধ করে এই সেট মেনু  খেতে পারেন!! কেন খাবেন? খেলে বুঝবেন!! যারা ভাব্বেন পেইড রিভিউ তারা প্লিজ সন্ধ্যায় আমাকে বসার জায়গা করে দিয়েন যে একবার যায় সে বারবার যায়!! তাদের খাবার এর মান আসলেই ভালো! এই সেট মেনু নাম ফুশন প্লেটার!!  কি কি থাকছে? #ফ্রাইডরাইস  পরিমানে কম ৭/১০#থাইচিকেন২পিস৮/১০#চিকেনস্ট্রিপ৩পিস  ৬/১০#ফ্রাইডচিংড়ি২পিস  ১০/১০ #চিকেনসসেজহাফ  এভারেজ#ভেজিটেবলকারি  এভারেজ#মিক্সডসসসালাদ   ৮/১০#পেপসি/ ডিউ/ মিরিন্ডা প্রাইসঃ ২৫০৳বসার স্পেস ফ্রেন্ডস এন্ড ফেমিলি টাইপ!! কিন্তু জায়গা পাইতে কস্ট আরকি ঠিকানা চেকইন করা আছে!! — eating dinner at La Fiesta Fast Food.,1
খিলগাও তে জনপ্রিয় হয়ে উঠেছে পিজ্জা লাভার দের জন্য বেস্ট প্লেস PizzaBurg Khilgaon বড় সড় প্লেস আর জোস ইন্টেরিয়র নিয়ে নতুন নতুন পিজ্জার মেনু নিয়ে ভালই অধিপ্তত নিয়ে বসেছে| বাংলাদেশের লোকাল পিজ্জা চেইন হিসেবে যদি গর্ব করার মত কোনো নাম থাকে তার নাম PizzaBurg ।যাই হোক এখনে আমার ৩য় বার আসা | অর্ডার করেছিলাম-  Cheese Volcano (chicken)price : 245only#pizzaburg এর চিজি ভোলকানোতে ছিলো ভরপুর চিকেন আর চিজের সাগর! মুখ মেখে যাচ্ছিলো তাই ফ্রেন্ডরা ফাইজলামি করে হেলমেট পরিয়ে পিক তুলে ছিলো তাদের বার্গার এর সামনে রেখে! বার্গার জোস ছিলো পুরাই পয়সা উসুল! — at PizzaBurg Khilgaon,1
"খিলগাও  থেকে আসলাম The Dining Lounge Wari , কারণ Deep Dish Pizza ( Meatball ) .এত এত রিভিউ দেখছি এই পিজ্জার যে না খেয়ে পারলাম না। মোটামুটি ৩ লেয়ারের পিজ্জা। কয়েক টাইপের চিজ ছিল। আর প্রচুর মাংস পেয়েছি আলহামদুলিল্লাহ। ৯৬৫/- পুরোপুরি উশুল। .আমার কাছে বেস্ট লেগেছে ওদের কাস্টের ভিতরে সসেজ দেয়ার ব্যাপারটা। ৩ জন মিলে শেষ করেছি, একদমই ফেলতে হয়নি।",1
"খিলগাও দিয়ে যাচ্ছিলাম, নতুন দোকান দেখে হঠাৎ ঢুকে পরলাম। আর খেয়ে নিলাম এক গ্লাস ঠান্ডা ঠান্ডা ওরিও মিল্কশেক।  সবচেয়ে খুশির কথা হল এরা এখানে ডোরিও বা ইয়ো ইয়ো দেয় না। আসল ওরিওই দেয়। দাম - ১০০ টাকা",1
খিলগাও  বেষ্ট প্রিমিয়াম মহারানী  বিরিয়ানি পেয়ে গেলাম   এ যেনো পুরাই ইউনিক ফ্লেবার টেস্ট করে আসলাম ! ৪পিস  ৷ টেংরি কাবাব  বিশাল সাইজের মিট আর সাথে সালাদ ও দেয়া হয়েছিল! মহারানী  বিরিয়ানি তে  মহারাজার সাদ ভালো লাগার কারন তারা এসব ছোটখাটো ব্যাপার গুলোতেও ভালোই নজর দিয়েছে। আমার মতে ৫৪৯টাকায় এর থেকে ভালো কোন  বিরিয়ানি খিলগাঁও পাই না তাও আবার ২পারসন বাসমতি রাইসের সাথে মিহি মশলার মিশ্রন! ১০ এ ১০ দেওয়ার মত কারন আমার খাওয়া বেষ্ট বিরিয়ানি ছিলো এটি!একবার খেলেই বুঝবেন না খেলে বুঝবেন নাহ!!!#রেটিং-১০/১০#লোকেশন- খিলগাঁও তাল তলা #রেস্টুরেন্টে নাম.. lounge de novo#লিফ3,1
খিলগাও মানেই সব সুন্দর সুন্দর রেস্টুরেন্টের মেলা রেস্টিরেন্টের নামের সাথে তার সৌন্দর্য্যও জড়িয়ে আছে Color Cafe খিলগাও এর ওয়ান অফ দ্যা বাজেট ফ্রেন্ডলি রেস্টুরেন্ট  #৩৫০টাকায়  প্ল্যাটার ২জন মিলে খেয়ে আসলাম খিলগাও   থেকেFull Course Platter (1:2)Tom Yum Thai Soup (2 Person)Wonton (2 Pes)Thai Fried Rice (2 person)Thai Fried Chicken (2 Pcs)Chicken Mushroom Chili Onion (2 Person)Thai VagetableMixed Saladপ্রাইসঃ ৭০০টাকা লোকেশনঃ খিলগাও তালতলা,1
খিলগাও মানেই সব সুন্দর সুন্দর রেস্টুরেন্টের মেলা রেস্টিরেন্টের নামের সাথে তার সৌন্দর্য্যও জড়িয়ে আছে Color Cafe খিলগাও এর ওয়ান অফ দ্যা বাজেট ফ্রেন্ডলি রেস্টুরেন্ট  #৩৫০টাকায়  প্ল্যাটার ২জন মিলে খেয়ে আসলাম খিলগাও   থেকেFull Course Platter (1:2)Tom Yum Thai Soup (2 Person)Wonton (2 Pes)Thai Fried Rice (2 person)Thai Fried Chicken (2 Pcs)Chicken Mushroom Chili Onion (2 Person)Thai VagetableMixed Saladপ্রাইসঃ ৭০০টাকা লোকেশনঃ খিলগাও তালতলা — at Color Cafe,1
খিলগাও যেয়ে যদি কম্বো আর সুন্দর ডেকোরেশন নিয়ে কারো কাছে কোনো রেস্টুরেন্ট এর সাজেশন চান তাহলে প্রথমেই চলে আসবে KAVAN Restaurant  এর নামআগা থেকে গোড়া পুরাটাই ফটোজোনে মোড়ানো মনে হলো আমার কাছে। আউটডোর আর ইনডোরের একটা মারাত্মকভাবে যোগাযোগ হয়েছে বলে আমার মনে হয়েছে।নিয়ে ছিলাম - Sizzle Drizzle Platterএই প্লেটারে ছিলো-  চিকেন থাই স্যুপ (1:2)স্প্রিং রোল(1:2) সেচুয়ান ফ্রাইড রাইস (1:2) মিক্সড ভেজিটেবল(1:2) হট এন্ড স্পাইস চিকেন থাই ফ্রাই(1:2)বিফ সিজলিং(1:2)#রেটিং- 9/10#প্রাইস-১৯৯৯টাকা#লোকেশন-খিলগাও(ভুতের আড্ডার পিছনে) — at KAVAN Restaurant,1
"খিলগাও হাওয়াই গলির খোকন চা ওয়ালার এই চা অত্র এলাকায় বেশ ফে মাস, সেটা ১২ মাস!!! সেদিকে গেলে কখনো ট্রাই করে দেখতে পারেন!! দামঃ প্রতি কাপ ১০ টাকা রেটিংঃ ৮/১০ ভৌগলিক অবস্থানঃ https://goo.gl/maps/BCGLsGaCU8nTxu659 Follow The Instagram Page for More Videos Like this:https://bit.ly/3xAnOPu Like the Facebook Page for More: Taste of Bangladesh",1
খিলগাওয়ে পেয়ে গেলাম  TDC - Tour De Cyclist যদিও একটা বার্গারপ্লেসের ইন্টেরিয়র এত্ত সুন্দর হতে পারে নিজে না দেখলে বুঝানো যাবে! তাদের নিজস্বতা বজায় রেখেই হালের ট্রেন্ড সবকিছুই চোখে পরলো এক ছাদের নিচেই!!তাদের নিউল ইন্ট্রোডিউসড রাইসবক্স থেকেই নিয়েছিলাম Beef Maniac Rice Box Beef mashroom burgerChicken sausage burgerMeatbox premiumতারা সিক্স প্যাক বার্গার দিয়ে বার্গার সম্রাজ্যে একটা রেভোউলেশন এনেছিলো আর এখন রাইস বক্স দিয়ে নতুন কিছু তাই বেশি ভালো লেগেছে!!খিলগাও তালতলা মার্কেটের পাশে স্কাই লঞ্জের বিল্ডিং!TDC - Tour De Cyclist,1
